,mda_round,beta,cr_factor,mda_coverage,strategy,b_drug
490,1,0.06413,1,0.7,ABA,KAFLUM
491,1,0.06413,1,0.7,ABB,KAFLUM
492,1,0.06413,1,0.8,AAB,DHAPPQ
493,1,0.06413,1,0.8,ABA,DHAPPQ
494,1,0.06413,1,0.8,ABB,DHAPPQ
495,1,0.06413,1,0.8,AAB,KAFLUM
496,1,0.06413,1,0.8,ABA,KAFLUM
497,1,0.06413,1,0.8,ABB,KAFLUM
498,1,0.06413,1,0.9,AAB,DHAPPQ
499,1,0.06413,1,0.9,ABA,DHAPPQ
500,1,0.06413,1,0.9,ABB,DHAPPQ
501,1,0.06413,1,0.9,AAB,KAFLUM
502,1,0.06413,1,0.9,ABA,KAFLUM
503,1,0.06413,1,0.9,ABB,KAFLUM
504,1,0.06413,2,0.6,AAB,DHAPPQ
505,1,0.06413,2,0.6,ABA,DHAPPQ
506,1,0.06413,2,0.6,ABB,DHAPPQ
507,1,0.06413,2,0.6,AAB,KAFLUM
508,1,0.06413,2,0.6,ABA,KAFLUM
509,1,0.06413,2,0.6,ABB,KAFLUM
510,1,0.06413,2,0.7,AAB,DHAPPQ
511,1,0.06413,2,0.7,ABA,DHAPPQ
512,1,0.06413,2,0.7,ABB,DHAPPQ
513,1,0.06413,2,0.7,AAB,KAFLUM
514,1,0.06413,2,0.7,ABA,KAFLUM
515,1,0.06413,2,0.7,ABB,KAFLUM
516,1,0.06413,2,0.8,AAB,DHAPPQ
517,1,0.06413,2,0.8,ABA,DHAPPQ
518,1,0.06413,2,0.8,ABB,DHAPPQ
519,1,0.06413,2,0.8,AAB,KAFLUM
520,1,0.06413,2,0.8,ABA,KAFLUM
521,1,0.06413,2,0.8,ABB,KAFLUM
522,1,0.06413,2,0.9,AAB,DHAPPQ
523,1,0.06413,2,0.9,ABA,DHAPPQ
524,1,0.06413,2,0.9,ABB,DHAPPQ
525,1,0.06413,2,0.9,AAB,KAFLUM
526,1,0.06413,2,0.9,ABA,KAFLUM
527,1,0.06413,2,0.9,ABB,KAFLUM
528,1,0.06413,5,0.6,AAB,DHAPPQ
529,1,0.06413,5,0.6,ABA,DHAPPQ
530,1,0.06413,5,0.6,ABB,DHAPPQ
531,1,0.06413,5,0.6,AAB,KAFLUM
532,1,0.06413,5,0.6,ABA,KAFLUM
533,1,0.06413,5,0.6,ABB,KAFLUM
534,1,0.06413,5,0.7,AAB,DHAPPQ
535,1,0.06413,5,0.7,ABA,DHAPPQ
536,1,0.06413,5,0.7,ABB,DHAPPQ
537,1,0.06413,5,0.7,AAB,KAFLUM
538,1,0.06413,5,0.7,ABA,KAFLUM
539,1,0.06413,5,0.7,ABB,KAFLUM
540,1,0.06413,5,0.8,AAB,DHAPPQ
541,1,0.06413,5,0.8,ABA,DHAPPQ
542,1,0.06413,5,0.8,ABB,DHAPPQ
543,1,0.06413,5,0.8,AAB,KAFLUM
544,1,0.06413,5,0.8,ABA,KAFLUM
545,1,0.06413,5,0.8,ABB,KAFLUM
546,1,0.06413,5,0.9,AAB,DHAPPQ
547,1,0.06413,5,0.9,ABA,DHAPPQ
548,1,0.06413,5,0.9,ABB,DHAPPQ
549,1,0.06413,5,0.9,AAB,KAFLUM
550,1,0.06413,5,0.9,ABA,KAFLUM
551,1,0.06413,5,0.9,ABB,KAFLUM
552,1,0.06413,10,0.6,AAB,DHAPPQ
553,1,0.06413,10,0.6,ABA,DHAPPQ
554,1,0.06413,10,0.6,ABB,DHAPPQ
555,1,0.06413,10,0.6,AAB,KAFLUM
556,1,0.06413,10,0.6,ABA,KAFLUM
557,1,0.06413,10,0.6,ABB,KAFLUM
558,1,0.06413,10,0.7,AAB,DHAPPQ
559,1,0.06413,10,0.7,ABA,DHAPPQ
560,1,0.06413,10,0.7,ABB,DHAPPQ
561,1,0.06413,10,0.7,AAB,KAFLUM
562,1,0.06413,10,0.7,ABA,KAFLUM
563,1,0.06413,10,0.7,ABB,KAFLUM
564,1,0.06413,10,0.8,AAB,DHAPPQ
565,1,0.06413,10,0.8,ABA,DHAPPQ
566,1,0.06413,10,0.8,ABB,DHAPPQ
567,1,0.06413,10,0.8,AAB,KAFLUM
568,1,0.06413,10,0.8,ABA,KAFLUM
569,1,0.06413,10,0.8,ABB,KAFLUM
570,1,0.06413,10,0.9,AAB,DHAPPQ
571,1,0.06413,10,0.9,ABA,DHAPPQ
572,1,0.06413,10,0.9,ABB,DHAPPQ
573,1,0.06413,10,0.9,AAB,KAFLUM
574,1,0.06413,10,0.9,ABA,KAFLUM
575,1,0.06413,10,0.9,ABB,KAFLUM
576,1,0.0585,1,0.6,AAB,DHAPPQ
577,1,0.0585,1,0.6,ABA,DHAPPQ
578,1,0.0585,1,0.6,ABB,DHAPPQ
579,1,0.0585,1,0.6,AAB,KAFLUM
580,1,0.0585,1,0.6,ABA,KAFLUM
581,1,0.0585,1,0.6,ABB,KAFLUM
582,1,0.0585,1,0.7,AAB,DHAPPQ
583,1,0.0585,1,0.7,ABA,DHAPPQ
584,1,0.0585,1,0.7,ABB,DHAPPQ
585,1,0.0585,1,0.7,AAB,KAFLUM
586,1,0.0585,1,0.7,ABA,KAFLUM
587,1,0.0585,1,0.7,ABB,KAFLUM
588,1,0.0585,1,0.8,AAB,DHAPPQ
589,1,0.0585,1,0.8,ABA,DHAPPQ
590,1,0.0585,1,0.8,ABB,DHAPPQ
591,1,0.0585,1,0.8,AAB,KAFLUM
592,1,0.0585,1,0.8,ABA,KAFLUM
593,1,0.0585,1,0.8,ABB,KAFLUM
594,1,0.0585,1,0.9,AAB,DHAPPQ
595,1,0.0585,1,0.9,ABA,DHAPPQ
596,1,0.0585,1,0.9,ABB,DHAPPQ
597,1,0.0585,1,0.9,AAB,KAFLUM
598,1,0.0585,1,0.9,ABA,KAFLUM
599,1,0.0585,1,0.9,ABB,KAFLUM
600,1,0.0585,2,0.6,AAB,DHAPPQ
601,1,0.0585,2,0.6,ABA,DHAPPQ
602,1,0.0585,2,0.6,ABB,DHAPPQ
603,1,0.0585,2,0.6,AAB,KAFLUM
604,1,0.0585,2,0.6,ABA,KAFLUM
605,1,0.0585,2,0.6,ABB,KAFLUM
606,1,0.0585,2,0.7,AAB,DHAPPQ
607,1,0.0585,2,0.7,ABA,DHAPPQ
608,1,0.0585,2,0.7,ABB,DHAPPQ
609,1,0.0585,2,0.7,AAB,KAFLUM
610,1,0.0585,2,0.7,ABA,KAFLUM
611,1,0.0585,2,0.7,ABB,KAFLUM
612,1,0.0585,2,0.8,AAB,DHAPPQ
613,1,0.0585,2,0.8,ABA,DHAPPQ
614,1,0.0585,2,0.8,ABB,DHAPPQ
615,1,0.0585,2,0.8,AAB,KAFLUM
616,1,0.0585,2,0.8,ABA,KAFLUM
617,1,0.0585,2,0.8,ABB,KAFLUM
618,1,0.0585,2,0.9,AAB,DHAPPQ
619,1,0.0585,2,0.9,ABA,DHAPPQ
620,1,0.0585,2,0.9,ABB,DHAPPQ
621,1,0.0585,2,0.9,AAB,KAFLUM
622,1,0.0585,2,0.9,ABA,KAFLUM
623,1,0.0585,2,0.9,ABB,KAFLUM
624,1,0.0585,5,0.6,AAB,DHAPPQ
625,1,0.0585,5,0.6,ABA,DHAPPQ
626,1,0.0585,5,0.6,ABB,DHAPPQ
627,1,0.0585,5,0.6,AAB,KAFLUM
628,1,0.0585,5,0.6,ABA,KAFLUM
629,1,0.0585,5,0.6,ABB,KAFLUM
630,1,0.0585,5,0.7,AAB,DHAPPQ
631,1,0.0585,5,0.7,ABA,DHAPPQ
632,1,0.0585,5,0.7,ABB,DHAPPQ
633,1,0.0585,5,0.7,AAB,KAFLUM
634,1,0.0585,5,0.7,ABA,KAFLUM
635,1,0.0585,5,0.7,ABB,KAFLUM
636,1,0.0585,5,0.8,AAB,DHAPPQ
637,1,0.0585,5,0.8,ABA,DHAPPQ
638,1,0.0585,5,0.8,ABB,DHAPPQ
639,1,0.0585,5,0.8,AAB,KAFLUM
640,1,0.0585,5,0.8,ABA,KAFLUM
641,1,0.0585,5,0.8,ABB,KAFLUM
642,1,0.0585,5,0.9,AAB,DHAPPQ
643,1,0.0585,5,0.9,ABA,DHAPPQ
644,1,0.0585,5,0.9,ABB,DHAPPQ
645,1,0.0585,5,0.9,AAB,KAFLUM
646,1,0.0585,5,0.9,ABA,KAFLUM
647,1,0.0585,5,0.9,ABB,KAFLUM
648,1,0.0585,10,0.6,AAB,DHAPPQ
649,1,0.0585,10,0.6,ABA,DHAPPQ
650,1,0.0585,10,0.6,ABB,DHAPPQ
651,1,0.0585,10,0.6,AAB,KAFLUM
652,1,0.0585,10,0.6,ABA,KAFLUM
653,1,0.0585,10,0.6,ABB,KAFLUM
654,1,0.0585,10,0.7,AAB,DHAPPQ
655,1,0.0585,10,0.7,ABA,DHAPPQ
656,1,0.0585,10,0.7,ABB,DHAPPQ
657,1,0.0585,10,0.7,AAB,KAFLUM
658,1,0.0585,10,0.7,ABA,KAFLUM
659,1,0.0585,10,0.7,ABB,KAFLUM
660,1,0.0585,10,0.8,AAB,DHAPPQ
661,1,0.0585,10,0.8,ABA,DHAPPQ
662,1,0.0585,10,0.8,ABB,DHAPPQ
663,1,0.0585,10,0.8,AAB,KAFLUM
664,1,0.0585,10,0.8,ABA,KAFLUM
665,1,0.0585,10,0.8,ABB,KAFLUM
666,1,0.0585,10,0.9,AAB,DHAPPQ
667,1,0.0585,10,0.9,ABA,DHAPPQ
668,1,0.0585,10,0.9,ABB,DHAPPQ
669,1,0.0585,10,0.9,AAB,KAFLUM
670,1,0.0585,10,0.9,ABA,KAFLUM
671,1,0.0585,10,0.9,ABB,KAFLUM
672,1,0.0538,1,0.6,AAB,DHAPPQ
673,1,0.0538,1,0.6,ABA,DHAPPQ
674,1,0.0538,1,0.6,ABB,DHAPPQ
675,1,0.0538,1,0.6,AAB,KAFLUM
676,1,0.0538,1,0.6,ABA,KAFLUM
677,1,0.0538,1,0.6,ABB,KAFLUM
678,1,0.0538,1,0.7,AAB,DHAPPQ
679,1,0.0538,1,0.7,ABA,DHAPPQ
680,1,0.0538,1,0.7,ABB,DHAPPQ
681,1,0.0538,1,0.7,AAB,KAFLUM
682,1,0.0538,1,0.7,ABA,KAFLUM
683,1,0.0538,1,0.7,ABB,KAFLUM
684,1,0.0538,1,0.8,AAB,DHAPPQ
685,1,0.0538,1,0.8,ABA,DHAPPQ
686,1,0.0538,1,0.8,ABB,DHAPPQ
687,1,0.0538,1,0.8,AAB,KAFLUM
688,1,0.0538,1,0.8,ABA,KAFLUM
689,1,0.0538,1,0.8,ABB,KAFLUM
690,1,0.0538,1,0.9,AAB,DHAPPQ
691,1,0.0538,1,0.9,ABA,DHAPPQ
692,1,0.0538,1,0.9,ABB,DHAPPQ
693,1,0.0538,1,0.9,AAB,KAFLUM
694,1,0.0538,1,0.9,ABA,KAFLUM
695,1,0.0538,1,0.9,ABB,KAFLUM
696,1,0.0538,2,0.6,AAB,DHAPPQ
697,1,0.0538,2,0.6,ABA,DHAPPQ
698,1,0.0538,2,0.6,ABB,DHAPPQ
699,1,0.0538,2,0.6,AAB,KAFLUM
700,1,0.0538,2,0.6,ABA,KAFLUM
701,1,0.0538,2,0.6,ABB,KAFLUM
702,1,0.0538,2,0.7,AAB,DHAPPQ
703,1,0.0538,2,0.7,ABA,DHAPPQ
704,1,0.0538,2,0.7,ABB,DHAPPQ
705,1,0.0538,2,0.7,AAB,KAFLUM
706,1,0.0538,2,0.7,ABA,KAFLUM
707,1,0.0538,2,0.7,ABB,KAFLUM
708,1,0.0538,2,0.8,AAB,DHAPPQ
709,1,0.0538,2,0.8,ABA,DHAPPQ
710,1,0.0538,2,0.8,ABB,DHAPPQ
711,1,0.0538,2,0.8,AAB,KAFLUM
712,1,0.0538,2,0.8,ABA,KAFLUM
713,1,0.0538,2,0.8,ABB,KAFLUM
714,1,0.0538,2,0.9,AAB,DHAPPQ
715,1,0.0538,2,0.9,ABA,DHAPPQ
716,1,0.0538,2,0.9,ABB,DHAPPQ
717,1,0.0538,2,0.9,AAB,KAFLUM
718,1,0.0538,2,0.9,ABA,KAFLUM
719,1,0.0538,2,0.9,ABB,KAFLUM
720,1,0.0538,5,0.6,AAB,DHAPPQ
721,1,0.0538,5,0.6,ABA,DHAPPQ
722,1,0.0538,5,0.6,ABB,DHAPPQ
723,1,0.0538,5,0.6,AAB,KAFLUM
724,1,0.0538,5,0.6,ABA,KAFLUM
725,1,0.0538,5,0.6,ABB,KAFLUM
726,1,0.0538,5,0.7,AAB,DHAPPQ
727,1,0.0538,5,0.7,ABA,DHAPPQ
728,1,0.0538,5,0.7,ABB,DHAPPQ
729,1,0.0538,5,0.7,AAB,KAFLUM
730,1,0.0538,5,0.7,ABA,KAFLUM
731,1,0.0538,5,0.7,ABB,KAFLUM
732,1,0.0538,5,0.8,AAB,DHAPPQ
733,1,0.0538,5,0.8,ABA,DHAPPQ
734,1,0.0538,5,0.8,ABB,DHAPPQ
735,1,0.0538,5,0.8,AAB,KAFLUM
736,1,0.0538,5,0.8,ABA,KAFLUM
737,1,0.0538,5,0.8,ABB,KAFLUM
738,1,0.0538,5,0.9,AAB,DHAPPQ
739,1,0.0538,5,0.9,ABA,DHAPPQ
740,1,0.0538,5,0.9,ABB,DHAPPQ
741,1,0.0538,5,0.9,AAB,KAFLUM
742,1,0.0538,5,0.9,ABA,KAFLUM
743,1,0.0538,5,0.9,ABB,KAFLUM
744,1,0.0538,10,0.6,AAB,DHAPPQ
745,1,0.0538,10,0.6,ABA,DHAPPQ
746,1,0.0538,10,0.6,ABB,DHAPPQ
747,1,0.0538,10,0.6,AAB,KAFLUM
748,1,0.0538,10,0.6,ABA,KAFLUM
749,1,0.0538,10,0.6,ABB,KAFLUM
750,1,0.0538,10,0.7,AAB,DHAPPQ
751,1,0.0538,10,0.7,ABA,DHAPPQ
752,1,0.0538,10,0.7,ABB,DHAPPQ
753,1,0.0538,10,0.7,AAB,KAFLUM
754,1,0.0538,10,0.7,ABA,KAFLUM
755,1,0.0538,10,0.7,ABB,KAFLUM
756,1,0.0538,10,0.8,AAB,DHAPPQ
757,1,0.0538,10,0.8,ABA,DHAPPQ
758,1,0.0538,10,0.8,ABB,DHAPPQ
759,1,0.0538,10,0.8,AAB,KAFLUM
760,1,0.0538,10,0.8,ABA,KAFLUM
761,1,0.0538,10,0.8,ABB,KAFLUM
762,1,0.0538,10,0.9,AAB,DHAPPQ
763,1,0.0538,10,0.9,ABA,DHAPPQ
764,1,0.0538,10,0.9,ABB,DHAPPQ
765,1,0.0538,10,0.9,AAB,KAFLUM
766,1,0.0538,10,0.9,ABA,KAFLUM
767,1,0.0538,10,0.9,ABB,KAFLUM
768,1,0.0508,1,0.6,AAB,DHAPPQ
769,1,0.0508,1,0.6,ABA,DHAPPQ
770,1,0.0508,1,0.6,ABB,DHAPPQ
771,1,0.0508,1,0.6,AAB,KAFLUM
772,1,0.0508,1,0.6,ABA,KAFLUM
773,1,0.0508,1,0.6,ABB,KAFLUM
774,1,0.0508,1,0.7,AAB,DHAPPQ
775,1,0.0508,1,0.7,ABA,DHAPPQ
776,1,0.0508,1,0.7,ABB,DHAPPQ
777,1,0.0508,1,0.7,AAB,KAFLUM
778,1,0.0508,1,0.7,ABA,KAFLUM
779,1,0.0508,1,0.7,ABB,KAFLUM
780,1,0.0508,1,0.8,AAB,DHAPPQ
781,1,0.0508,1,0.8,ABA,DHAPPQ
782,1,0.0508,1,0.8,ABB,DHAPPQ
783,1,0.0508,1,0.8,AAB,KAFLUM
784,1,0.0508,1,0.8,ABA,KAFLUM
785,1,0.0508,1,0.8,ABB,KAFLUM
786,1,0.0508,1,0.9,AAB,DHAPPQ
787,1,0.0508,1,0.9,ABA,DHAPPQ
788,1,0.0508,1,0.9,ABB,DHAPPQ
789,1,0.0508,1,0.9,AAB,KAFLUM
790,1,0.0508,1,0.9,ABA,KAFLUM
791,1,0.0508,1,0.9,ABB,KAFLUM
792,1,0.0508,2,0.6,AAB,DHAPPQ
793,1,0.0508,2,0.6,ABA,DHAPPQ
794,1,0.0508,2,0.6,ABB,DHAPPQ
795,1,0.0508,2,0.6,AAB,KAFLUM
796,1,0.0508,2,0.6,ABA,KAFLUM
797,1,0.0508,2,0.6,ABB,KAFLUM
798,1,0.0508,2,0.7,AAB,DHAPPQ
799,1,0.0508,2,0.7,ABA,DHAPPQ
800,1,0.0508,2,0.7,ABB,DHAPPQ
801,1,0.0508,2,0.7,AAB,KAFLUM
802,1,0.0508,2,0.7,ABA,KAFLUM
803,1,0.0508,2,0.7,ABB,KAFLUM
804,1,0.0508,2,0.8,AAB,DHAPPQ
805,1,0.0508,2,0.8,ABA,DHAPPQ
806,1,0.0508,2,0.8,ABB,DHAPPQ
807,1,0.0508,2,0.8,AAB,KAFLUM
808,1,0.0508,2,0.8,ABA,KAFLUM
809,1,0.0508,2,0.8,ABB,KAFLUM
810,1,0.0508,2,0.9,AAB,DHAPPQ
811,1,0.0508,2,0.9,ABA,DHAPPQ
812,1,0.0508,2,0.9,ABB,DHAPPQ
813,1,0.0508,2,0.9,AAB,KAFLUM
814,1,0.0508,2,0.9,ABA,KAFLUM
815,1,0.0508,2,0.9,ABB,KAFLUM
816,1,0.0508,5,0.6,AAB,DHAPPQ
817,1,0.0508,5,0.6,ABA,DHAPPQ
818,1,0.0508,5,0.6,ABB,DHAPPQ
819,1,0.0508,5,0.6,AAB,KAFLUM
820,1,0.0508,5,0.6,ABA,KAFLUM
821,1,0.0508,5,0.6,ABB,KAFLUM
822,1,0.0508,5,0.7,AAB,DHAPPQ
823,1,0.0508,5,0.7,ABA,DHAPPQ
824,1,0.0508,5,0.7,ABB,DHAPPQ
825,1,0.0508,5,0.7,AAB,KAFLUM
826,1,0.0508,5,0.7,ABA,KAFLUM
827,1,0.0508,5,0.7,ABB,KAFLUM
828,1,0.0508,5,0.8,AAB,DHAPPQ
829,1,0.0508,5,0.8,ABA,DHAPPQ
830,1,0.0508,5,0.8,ABB,DHAPPQ
831,1,0.0508,5,0.8,AAB,KAFLUM
832,1,0.0508,5,0.8,ABA,KAFLUM
833,1,0.0508,5,0.8,ABB,KAFLUM
834,1,0.0508,5,0.9,AAB,DHAPPQ
835,1,0.0508,5,0.9,ABA,DHAPPQ
836,1,0.0508,5,0.9,ABB,DHAPPQ
837,1,0.0508,5,0.9,AAB,KAFLUM
838,1,0.0508,5,0.9,ABA,KAFLUM
839,1,0.0508,5,0.9,ABB,KAFLUM
840,1,0.0508,10,0.6,AAB,DHAPPQ
841,1,0.0508,10,0.6,ABA,DHAPPQ
842,1,0.0508,10,0.6,ABB,DHAPPQ
843,1,0.0508,10,0.6,AAB,KAFLUM
844,1,0.0508,10,0.6,ABA,KAFLUM
845,1,0.0508,10,0.6,ABB,KAFLUM
846,1,0.0508,10,0.7,AAB,DHAPPQ
847,1,0.0508,10,0.7,ABA,DHAPPQ
848,1,0.0508,10,0.7,ABB,DHAPPQ
849,1,0.0508,10,0.7,AAB,KAFLUM
850,1,0.0508,10,0.7,ABA,KAFLUM
851,1,0.0508,10,0.7,ABB,KAFLUM
852,1,0.0508,10,0.8,AAB,DHAPPQ
853,1,0.0508,10,0.8,ABA,DHAPPQ
854,1,0.0508,10,0.8,ABB,DHAPPQ
855,1,0.0508,10,0.8,AAB,KAFLUM
856,1,0.0508,10,0.8,ABA,KAFLUM
857,1,0.0508,10,0.8,ABB,KAFLUM
858,1,0.0508,10,0.9,AAB,DHAPPQ
859,1,0.0508,10,0.9,ABA,DHAPPQ
860,1,0.0508,10,0.9,ABB,DHAPPQ
861,1,0.0508,10,0.9,AAB,KAFLUM
862,1,0.0508,10,0.9,ABA,KAFLUM
863,1,0.0508,10,0.9,ABB,KAFLUM
864,1,0.0475,1,0.6,AAB,DHAPPQ
865,1,0.0475,1,0.6,ABA,DHAPPQ
866,1,0.0475,1,0.6,ABB,DHAPPQ
867,1,0.0475,1,0.6,AAB,KAFLUM
868,1,0.0475,1,0.6,ABA,KAFLUM
869,1,0.0475,1,0.6,ABB,KAFLUM
870,1,0.0475,1,0.7,AAB,DHAPPQ
871,1,0.0475,1,0.7,ABA,DHAPPQ
872,1,0.0475,1,0.7,ABB,DHAPPQ
873,1,0.0475,1,0.7,AAB,KAFLUM
874,1,0.0475,1,0.7,ABA,KAFLUM
875,1,0.0475,1,0.7,ABB,KAFLUM
876,1,0.0475,1,0.8,AAB,DHAPPQ
877,1,0.0475,1,0.8,ABA,DHAPPQ
878,1,0.0475,1,0.8,ABB,DHAPPQ
879,1,0.0475,1,0.8,AAB,KAFLUM
880,1,0.0475,1,0.8,ABA,KAFLUM
881,1,0.0475,1,0.8,ABB,KAFLUM
882,1,0.0475,1,0.9,AAB,DHAPPQ
883,1,0.0475,1,0.9,ABA,DHAPPQ
884,1,0.0475,1,0.9,ABB,DHAPPQ
885,1,0.0475,1,0.9,AAB,KAFLUM
886,1,0.0475,1,0.9,ABA,KAFLUM
887,1,0.0475,1,0.9,ABB,KAFLUM
888,1,0.0475,2,0.6,AAB,DHAPPQ
889,1,0.0475,2,0.6,ABA,DHAPPQ
890,1,0.0475,2,0.6,ABB,DHAPPQ
891,1,0.0475,2,0.6,AAB,KAFLUM
892,1,0.0475,2,0.6,ABA,KAFLUM
893,1,0.0475,2,0.6,ABB,KAFLUM
894,1,0.0475,2,0.7,AAB,DHAPPQ
895,1,0.0475,2,0.7,ABA,DHAPPQ
896,1,0.0475,2,0.7,ABB,DHAPPQ
897,1,0.0475,2,0.7,AAB,KAFLUM
898,1,0.0475,2,0.7,ABA,KAFLUM
899,1,0.0475,2,0.7,ABB,KAFLUM
900,1,0.0475,2,0.8,AAB,DHAPPQ
901,1,0.0475,2,0.8,ABA,DHAPPQ
902,1,0.0475,2,0.8,ABB,DHAPPQ
903,1,0.0475,2,0.8,AAB,KAFLUM
904,1,0.0475,2,0.8,ABA,KAFLUM
905,1,0.0475,2,0.8,ABB,KAFLUM
906,1,0.0475,2,0.9,AAB,DHAPPQ
907,1,0.0475,2,0.9,ABA,DHAPPQ
908,1,0.0475,2,0.9,ABB,DHAPPQ
909,1,0.0475,2,0.9,AAB,KAFLUM
910,1,0.0475,2,0.9,ABA,KAFLUM
911,1,0.0475,2,0.9,ABB,KAFLUM
912,1,0.0475,5,0.6,AAB,DHAPPQ
913,1,0.0475,5,0.6,ABA,DHAPPQ
914,1,0.0475,5,0.6,ABB,DHAPPQ
915,1,0.0475,5,0.6,AAB,KAFLUM
916,1,0.0475,5,0.6,ABA,KAFLUM
917,1,0.0475,5,0.6,ABB,KAFLUM
918,1,0.0475,5,0.7,AAB,DHAPPQ
919,1,0.0475,5,0.7,ABA,DHAPPQ
920,1,0.0475,5,0.7,ABB,DHAPPQ
921,1,0.0475,5,0.7,AAB,KAFLUM
922,1,0.0475,5,0.7,ABA,KAFLUM
923,1,0.0475,5,0.7,ABB,KAFLUM
924,1,0.0475,5,0.8,AAB,DHAPPQ
925,1,0.0475,5,0.8,ABA,DHAPPQ
926,1,0.0475,5,0.8,ABB,DHAPPQ
927,1,0.0475,5,0.8,AAB,KAFLUM
928,1,0.0475,5,0.8,ABA,KAFLUM
929,1,0.0475,5,0.8,ABB,KAFLUM
930,1,0.0475,5,0.9,AAB,DHAPPQ
931,1,0.0475,5,0.9,ABA,DHAPPQ
932,1,0.0475,5,0.9,ABB,DHAPPQ
933,1,0.0475,5,0.9,AAB,KAFLUM
934,1,0.0475,5,0.9,ABA,KAFLUM
935,1,0.0475,5,0.9,ABB,KAFLUM
936,1,0.0475,10,0.6,AAB,DHAPPQ
937,1,0.0475,10,0.6,ABA,DHAPPQ
938,1,0.0475,10,0.6,ABB,DHAPPQ
939,1,0.0475,10,0.6,AAB,KAFLUM
940,1,0.0475,10,0.6,ABA,KAFLUM
941,1,0.0475,10,0.6,ABB,KAFLUM
942,1,0.0475,10,0.7,AAB,DHAPPQ
943,1,0.0475,10,0.7,ABA,DHAPPQ
944,1,0.0475,10,0.7,ABB,DHAPPQ
945,1,0.0475,10,0.7,AAB,KAFLUM
946,1,0.0475,10,0.7,ABA,KAFLUM
947,1,0.0475,10,0.7,ABB,KAFLUM
948,1,0.0475,10,0.8,AAB,DHAPPQ
949,1,0.0475,10,0.8,ABA,DHAPPQ
950,1,0.0475,10,0.8,ABB,DHAPPQ
951,1,0.0475,10,0.8,AAB,KAFLUM
952,1,0.0475,10,0.8,ABA,KAFLUM
953,1,0.0475,10,0.8,ABB,KAFLUM
954,1,0.0475,10,0.9,AAB,DHAPPQ
955,1,0.0475,10,0.9,ABA,DHAPPQ
956,1,0.0475,10,0.9,ABB,DHAPPQ
957,1,0.0475,10,0.9,AAB,KAFLUM
958,1,0.0475,10,0.9,ABA,KAFLUM
959,1,0.0475,10,0.9,ABB,KAFLUM
960,2,0.06413,1,0.6,AAB,DHAPPQ
961,2,0.06413,1,0.6,ABA,DHAPPQ
962,2,0.06413,1,0.6,ABB,DHAPPQ
963,2,0.06413,1,0.6,AAB,KAFLUM
964,2,0.06413,1,0.6,ABA,KAFLUM
965,2,0.06413,1,0.6,ABB,KAFLUM
966,2,0.06413,1,0.7,AAB,DHAPPQ
967,2,0.06413,1,0.7,ABA,DHAPPQ
968,2,0.06413,1,0.7,ABB,DHAPPQ
969,2,0.06413,1,0.7,AAB,KAFLUM
970,2,0.06413,1,0.7,ABA,KAFLUM
971,2,0.06413,1,0.7,ABB,KAFLUM
972,2,0.06413,1,0.8,AAB,DHAPPQ
973,2,0.06413,1,0.8,ABA,DHAPPQ
974,2,0.06413,1,0.8,ABB,DHAPPQ
975,2,0.06413,1,0.8,AAB,KAFLUM
976,2,0.06413,1,0.8,ABA,KAFLUM
977,2,0.06413,1,0.8,ABB,KAFLUM
